latitude,longitude,dep,x,y,name,Region.num
50.027991,-5.240468,worse,167.943733069843,19.3087770040063,NA,NA
50.076007,-5.626154,worse,140.589359507805,25.9147380732226,NA,NA
50.187582,-5.370383,worse,159.443574230953,37.4579041630802,NA,NA
50.282002,-4.840752,worse,197.639475907542,46.3779512355886,NA,NA
50.346039,-3.682552,worse,280.29877609666,50.9908318960522,NA,NA
50.421219,-3.96414,worse,260.48799755494,59.8395760697026,NA,NA
50.508415,-4.790314,worse,202.176970952009,71.4096682695489,NA,NA
50.574983,-3.81225,worse,271.693318044532,76.660022246683,NA,NA
50.577706,-4.097848,worse,251.483265286542,77.4958694191852,NA,NA
50.596439,-1.26302,worse,452.155622530431,77.7371582519854,NA,NA
50.606127,-4.512319,worse,222.251308989395,81.5676106265658,NA,NA
50.616444,-2.06195,worse,395.617671901426,79.7040858944823,NA,NA
50.667967,-3.535299,worse,291.514544669773,86.5553357202129,NA,NA
50.671133,-2.563294,worser,360.199066120934,85.9343211954479,NA,NA
50.725834,-3.910826,worse,265.147329972885,93.6061533234335,NA,NA
50.754717,-2.857273,worse,339.535132731962,95.4269048223966,NA,NA
50.779847,-3.222883,worse,313.794921707535,98.583530966696,NA,NA
50.82642,-1.701727,worse,421.005660080149,103.091633381238,NA,NA
50.8317,-2.329,worse,376.833031291119,103.68790244381,NA,NA
50.847426,0.097874,worse,547.668423037376,107.481766896555,NA,NA
50.877069,-4.482512,worse,225.371055274142,111.616759524873,NA,NA
50.897815,-3.833946,worse,271.047131942716,112.589558271913,NA,NA
50.912859,-2.795911,worse,344.052427813628,112.962173333076,NA,NA
50.927046,-0.609178,worse,497.735053165217,115.159039646248,NA,NA
50.931636,-1.086495,worse,464.187719372521,115.145701372492,NA,NA
50.93361,0.243262,worse,557.609963493227,117.364008352452,NA,NA
50.9516,-2.000834,worse,399.941423307556,116.968268485378,NA,NA
50.966687,-3.113596,worse,321.811984353879,119.236095430684,NA,NA
50.970644,-0.86665,worse,479.568188965555,119.697198281634,NA,NA
50.976335,-4.171064,worse,247.601965584939,121.962263718326,NA,NA
50.992464,0.033713,worse,542.708057498425,123.480533085466,NA,NA
51.013156,-1.647986,worse,424.691295041532,123.871873357405,NA,NA
51.013355,-2.42717,worse,370.037189255659,123.921863644254,NA,NA
51.033234,0.816376,worser,597.447252029997,129.819924453958,NA,NA
51.043532,-2.929939,worse,334.814481658332,127.601943537412,NA,NA
51.052032,-3.97222,worse,261.783912279841,129.986101524166,NA,NA
51.059856,-1.993764,worse,400.436972459373,129.005735149352,NA,NA
51.075116,-3.500705,worse,294.878855849906,131.773685107047,NA,NA
51.078178,-1.486981,worse,435.934261556277,131.168203617316,NA,NA
51.090632,-1.161219,worse,458.736112757045,132.762432041185,NA,NA
51.090843,-0.34712,worse,515.740823075864,133.750572927533,NA,NA
51.108187,-3.649063,worse,284.569648372005,135.67299517284,NA,NA
51.11306,0.457947,worser,572.026017455656,137.794734052036,NA,NA
51.127849,-3.291264,worse,309.652040984166,137.358946464,NA,NA
51.150417,-0.712899,worse,490.012788460881,139.863199162146,NA,NA
51.179217,-2.151269,worser,389.42747531279,142.289110286837,NA,NA
51.17958,-3.138084,worse,320.458513730447,142.934121598207,NA,NA
51.1797,-3.521062,worse,293.693361395784,143.431463435793,NA,NA
51.181289,-0.357745,worse,514.772363705894,143.790349852085,NA,NA
51.18264,1.16917,worser,621.459823280614,147.433130221267,NA,NA
51.188321,-3.909505,worse,266.572003639528,145.023354018572,NA,NA
51.191485,-0.113074,worse,531.841364542989,145.334401854693,NA,NA
51.228772,-2.81108,worse,343.373014649738,148.101155618498,NA,NA
51.236308,-2.448202,worse,368.712939604845,148.722068786737,NA,NA
51.240295,-1.785885,worse,414.945183725492,149.091774117045,NA,NA
51.244295,0.759441,worse,592.575764828057,153.132356383634,NA,NA
51.249651,-1.507402,worse,434.376191573142,150.225622300051,NA,NA
51.250869,-1.188708,worse,456.61465466503,150.558424691197,NA,NA
51.252926,-0.483648,worse,505.809464301962,151.566659112525,NA,NA
51.264036,1.256024,worse,627.126466742479,156.746459819591,NA,NA
51.282598,-0.247666,worse,522.196273430259,155.23223705422,NA,NA
51.309006,-2.137016,worse,390.450562765858,156.719533385485,NA,NA
51.327415,-2.719179,worse,349.896592239744,159.003212507007,NA,NA
51.348757,-1.671462,worse,422.877900920927,161.182174788601,NA,NA
51.374941,-1.464228,worser,437.287397809096,164.178840706546,NA,NA
51.379406,-0.96065,worser,472.326556053762,165.05171178701,NA,NA
51.380963,0.218655,worse,554.380467420291,167.04817888969,NA,NA
51.397,-2.393,worse,372.662018133128,166.568903994844,NA,NA
51.428867,-1.85494,worse,410.083708644445,170.049288451829,NA,NA
51.446101,0.62131,worse,582.135234344471,175.214994597835,NA,NA
51.487453,-0.475554,worser,505.832075281421,177.656011867702,NA,NA
51.498447,-0.928179,worse,474.392447958349,178.321386338324,NA,NA
51.505328,-2.083788,worse,394.185282162396,178.545333881091,NA,NA
51.540371,-1.324842,worser,446.818411053608,182.654938599582,NA,NA
51.551795,-0.064644,worse,534.167388171379,185.484279270296,NA,NA
51.55967,-2.485006,worse,366.381703783582,184.69652053163,NA,NA
51.584144,-2.997666,worse,330.88429550561,187.77820142338,NA,NA
51.601076,-1.56018,worser,430.458540131479,189.281253766018,NA,NA
51.615886,0.738725,worse,589.585205614458,194.389540102569,NA,NA
51.620585,-3.126099,worse,322.049463030505,191.959682405773,NA,NA
51.639126,-2.754597,worse,347.786347763495,193.690633328436,NA,NA
51.641845,-1.930725,worse,404.793165295777,193.725663876143,NA,NA
51.652529,-1.037174,worse,466.601948667618,195.350417973651,NA,NA
51.65307,-0.627904,worse,494.910360501662,195.863032225307,NA,NA
51.663696,0.302137,worse,559.199384032371,198.662664619603,NA,NA
51.678969,-1.507944,worser,434.017650475001,197.966432349204,NA,NA
51.695127,0.879492,worse,598.980283703529,203.573832005131,NA,NA
